Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Power(W),Sunlight Level
00:00:00,3.5010,2.7647,0.0269,0.0077,4.41,4.59,669.0,9.68,6.69
00:00:10,3.3920,2.7066,0.0524,0.0152,8.60,9.09,395.0,9.18,3.95
00:00:20,3.9740,3.0120,0.0856,0.0236,14.06,14.10,739.0,11.97,7.39
00:00:30,3.9660,3.0121,0.1188,0.0319,19.51,19.10,736.0,11.95,7.36
00:00:40,4.6000,3.0260,0.1575,0.0403,25.86,24.13,735.0,13.92,7.35
00:00:50,4.5940,3.0275,0.1961,0.0487,32.20,29.16,711.0,13.91,7.11
00:01:00,3.3480,2.6326,0.2206,0.0561,36.22,33.53,740.0,8.81,7.4
00:01:10,3.2670,2.5729,0.2440,0.0632,40.05,37.81,739.0,8.41,7.39
00:01:20,3.3680,2.6286,0.2685,0.0705,44.09,42.18,740.0,8.85,7.4
00:01:30,4.5700,3.0259,0.3070,0.0789,50.39,47.21,758.0,13.83,7.58
00:01:40,4.1130,3.0257,0.3415,0.0873,56.07,52.23,641.0,12.44,6.41
00:01:50,3.8990,3.0009,0.3740,0.0957,61.41,57.22,629.0,11.7,6.29
00:02:00,3.9020,3.0051,0.4066,0.1040,66.75,62.21,728.0,11.73,7.28
00:02:10,3.4950,2.7169,0.4330,0.1115,71.08,66.73,676.0,9.5,6.76
00:02:20,2.4950,0.6386,0.4374,0.1133,71.81,67.79,414.0,1.59,4.14
00:02:30,2.6130,1.1157,0.4455,0.1164,73.14,69.64,704.0,2.92,7.04
00:02:40,2.6130,1.1206,0.4536,0.1195,74.47,71.50,738.0,2.93,7.38
00:02:50,2.4800,0.5964,0.4577,0.1212,75.15,72.50,749.0,1.48,7.49
00:03:00,2.4890,0.6119,0.4620,0.1229,75.84,73.51,759.0,1.52,7.59
00:03:10,3.9260,3.0085,0.4948,0.1312,81.23,78.51,755.0,11.81,7.55
00:03:20,2.5030,0.7178,0.4998,0.1332,82.05,79.70,744.0,1.8,7.44
00:03:30,2.5080,0.7275,0.5048,0.1353,82.88,80.91,740.0,1.82,7.4
00:03:40,2.5050,0.7349,0.5100,0.1373,83.72,82.13,743.0,1.84,7.43
00:03:50,2.4920,0.8620,0.5159,0.1397,84.70,83.57,743.0,2.15,7.43
00:04:00,2.5980,1.1665,0.5243,0.1429,86.08,85.50,747.0,3.03,7.47
00:04:10,2.6130,1.2692,0.5336,0.1465,87.60,87.61,744.0,3.32,7.44
00:04:20,2.4920,0.7230,0.5386,0.1485,88.42,88.82,797.0,1.8,7.97
00:04:30,2.4900,0.7153,0.5435,0.1505,89.23,90.00,793.0,1.78,7.93
00:04:40,3.9420,3.0098,0.5765,0.1588,94.64,95.01,725.0,11.86,7.25
00:04:50,3.9100,3.0060,0.6091,0.1672,100.00,100.00,725.0,11.75,7.25
00:05:00,3.9030,3.0050,0.6417,0.1755,105.35,104.99,722.0,11.73,7.22
